Titre,Description,Paramètres,Status,Réponse
,Couple avec deux enfants (2022),"{""numeroAllocataire"":2345678,""codePostal"":75001}",200,"{
  ""quotientFamilial"": 1234,
  ""mois"": 7,
  ""annee"": 2022,
  ""allocataires"": [
    {
      ""nomPrenom"": ""MARIE DUPONT"",
      ""dateDeNaissance"": ""01031988"",
      ""sexe"": ""F""
    },
    {
      ""nomPrenom"": ""JEAN DUPONT"",
      ""dateDeNaissance"": ""01041990"",
      ""sexe"": ""M""
    }
  ],
  ""enfants"": [
    {
      ""nomPrenom"": ""JACQUES DUPONT"",
      ""dateDeNaissance"": ""01012010"",
      ""sexe"": ""M""
    },
    {
      ""nomPrenom"": ""JEANNE DUPONT"",
      ""dateDeNaissance"": ""01022012"",
      ""sexe"": ""F""
    }
  ],
  ""adresse"": {
    ""identite"": ""Monsieur JEAN DUPONT"",
    ""complementIdentite"": ""APPARTEMENT 51"",
    ""complementIdentiteGeo"": ""RESIDENCE DES COLOMBES"",
    ""numeroRue"": ""42 RUE DE LA PAIX"",
    ""lieuDit"": ""ILOTS DES OISEAUX"",
    ""codePostalVille"": ""75001 PARIS"",
    ""pays"": ""FRANCE""
  }
}"
,Couple avec deux enfants (2023),"{""numeroAllocataire"":4400100,""codePostal"":44100}",200,"{
  ""quotientFamilial"": 600,
  ""mois"": 7,
  ""annee"": 2023,
  ""allocataires"": [
    {
      ""nomPrenom"": ""DUPONT JEAN"",
      ""dateDeNaissance"": ""25021969"",
      ""sexe"": ""M""
    },
    {
      ""nomPrenom"": ""DUPONT JEANNE"",
      ""dateDeNaissance"": ""25021969"",
      ""sexe"": ""F""
    }
  ],
  ""enfants"": [
    {
      ""nomPrenom"": ""DUPONT THOMAS"",
      ""dateDeNaissance"": ""05052005"",
      ""sexe"": ""M""
    },
    {
      ""nomPrenom"": ""DUPONT HUGO"",
      ""dateDeNaissance"": ""05052005"",
      ""sexe"": ""M""
    }
  ],
  ""adresse"": {
    ""identite"": ""Monsieur JEAN DUPONT"",
    ""complementIdentite"": ""APPARTEMENT 51"",
    ""complementIdentiteGeo"": ""RESIDENCE DES COLOMBES"",
    ""numeroRue"": ""42 RUE DE LA PAIX"",
    ""lieuDit"": ""ILOTS DES OISEAUX"",
    ""codePostalVille"": ""44000 NANTES"",
    ""pays"": ""FRANCE""
  }
}"
,Couple avec deux enfants (2023),"{""numeroAllocataire"":4400101,""codePostal"":44100}",200,"{
  ""quotientFamilial"": 600,
  ""mois"": 7,
  ""annee"": 2023,
  ""allocataires"": [
    {
      ""nomPrenom"": ""MARTIN MARIE"",
      ""dateDeNaissance"": ""25021969"",
      ""sexe"": ""F""
    },
    {
      ""nomPrenom"": ""MARTIN PIERRE"",
      ""dateDeNaissance"": ""25021969"",
      ""sexe"": ""M""
    }
  ],
  ""enfants"": [
    {
      ""nomPrenom"": ""MARTIN Léa"",
      ""dateDeNaissance"": ""05062005"",
      ""sexe"": ""F""
    },
    {
      ""nomPrenom"": ""MARTIN ÉLISE"",
      ""dateDeNaissance"": ""05062005"",
      ""sexe"": ""F""
    }
  ],
  ""adresse"": {
    ""identite"": ""MARTIN MARIE & PIERRE"",
    ""complementIdentite"": ""APPARTEMENT 51"",
    ""complementIdentiteGeo"": ""RESIDENCE DES COLOMBES"",
    ""numeroRue"": ""42 RUE DE LA PAIX"",
    ""lieuDit"": ""ILOTS DES OISEAUX"",
    ""codePostalVille"": ""44000 NANTES"",
    ""pays"": ""FRANCE""
  }
}"
,Couple avec deux enfants (2023),"{""numeroAllocataire"":4400102,""codePostal"":44100}",200,"{
  ""quotientFamilial"": 740,
  ""mois"": 7,
  ""annee"": 2023,
  ""allocataires"": [
    {
      ""nomPrenom"": ""LEROY PIERRE"",
      ""dateDeNaissance"": ""25021969"",
      ""sexe"": ""M""
    },
    {
      ""nomPrenom"": ""LEROY PIERRETTE"",
      ""dateDeNaissance"": ""25021969"",
      ""sexe"": ""F""
    }
  ],
  ""enfants"": [
    {
      ""nomPrenom"": ""LEROY MAXIME"",
      ""dateDeNaissance"": ""05072005"",
      ""sexe"": ""M""
    },
    {
      ""nomPrenom"": ""LEROY LUCAS"",
      ""dateDeNaissance"": ""05072005"",
      ""sexe"": ""M""
    }
  ],
  ""adresse"": {
    ""identite"": ""LEROY PIERRE & PIERRETTE"",
    ""complementIdentite"": ""APPARTEMENT 51"",
    ""complementIdentiteGeo"": ""RESIDENCE DES COLOMBES"",
    ""numeroRue"": ""42 RUE DE LA PAIX"",
    ""lieuDit"": ""ILOTS DES OISEAUX"",
    ""codePostalVille"": ""44000 NANTES"",
    ""pays"": ""FRANCE""
  }
}"
,Couple avec deux enfants (2023),"{""numeroAllocataire"":4400103,""codePostal"":44100}",200,"{
  ""quotientFamilial"": 740,
  ""mois"": 7,
  ""annee"": 2023,
  ""allocataires"": [
    {
      ""nomPrenom"": ""BERNARD SOPHIE"",
      ""dateDeNaissance"": ""25021969"",
      ""sexe"": ""F""
    },
    {
      ""nomPrenom"": ""BERNARD THIERRY"",
      ""dateDeNaissance"": ""25021969"",
      ""sexe"": ""M""
    }
  ],
  ""enfants"": [
    {
      ""nomPrenom"": ""BERNARD AMÉLIE"",
      ""dateDeNaissance"": ""05082005"",
      ""sexe"": ""F""
    },
    {
      ""nomPrenom"": ""BERNARD NATHAN"",
      ""dateDeNaissance"": ""05082005"",
      ""sexe"": ""M""
    }
  ],
  ""adresse"": {
    ""identite"": ""BERNARD THIERRY & SOPHIE"",
    ""complementIdentite"": ""APPARTEMENT 51"",
    ""complementIdentiteGeo"": ""RESIDENCE DES COLOMBES"",
    ""numeroRue"": ""42 RUE DE LA PAIX"",
    ""lieuDit"": ""ILOTS DES OISEAUX"",
    ""codePostalVille"": ""44000 NANTES"",
    ""pays"": ""FRANCE""
  }
}"
,Couple avec deux enfants (2023),"{""numeroAllocataire"":4400104,""codePostal"":44100}",200,"{
  ""quotientFamilial"": 1000,
  ""mois"": 7,
  ""annee"": 2023,
  ""allocataires"": [
    {
      ""nomPrenom"": ""DUBOIS MICHEL"",
      ""dateDeNaissance"": ""25021969"",
      ""sexe"": ""M""
    },
    {
      ""nomPrenom"": ""DUBOIS MICHELLE"",
      ""dateDeNaissance"": ""25021969"",
      ""sexe"": ""F""
    }
  ],
  ""enfants"": [
    {
      ""nomPrenom"": ""DUBOIS LUCAS"",
      ""dateDeNaissance"": ""05092005"",
      ""sexe"": ""M""
    },
    {
      ""nomPrenom"": ""DUBOIS EMMA"",
      ""dateDeNaissance"": ""05092005"",
      ""sexe"": ""F""
    }
  ],
  ""adresse"": {
    ""identite"": ""DUBOIS MICHELLE & MICHEL"",
    ""complementIdentite"": ""APPARTEMENT 51"",
    ""complementIdentiteGeo"": ""RESIDENCE DES COLOMBES"",
    ""numeroRue"": ""42 RUE DE LA PAIX"",
    ""lieuDit"": ""ILOTS DES OISEAUX"",
    ""codePostalVille"": ""44000 NANTES"",
    ""pays"": ""FRANCE""
  }
}"
,Couple avec deux enfants (2023),"{""numeroAllocataire"":4400105,""codePostal"":44100}",200,"{
  ""quotientFamilial"": 1000,
  ""mois"": 7,
  ""annee"": 2023,
  ""allocataires"": [
    {
      ""nomPrenom"": ""LEFEBVRE CLAIRE"",
      ""dateDeNaissance"": ""25021969"",
      ""sexe"": ""F""
    },
    {
      ""nomPrenom"": ""LEFEBVRE CLAUDE"",
      ""dateDeNaissance"": ""26021969"",
      ""sexe"": ""M""
    }
  ],
  ""enfants"": [
    {
      ""nomPrenom"": ""LEFEBVRE MANON"",
      ""dateDeNaissance"": ""05102005"",
      ""sexe"": ""F""
    },
    {
      ""nomPrenom"": ""LEFEBVRE CHLOÉ"",
      ""dateDeNaissance"": ""05102005"",
      ""sexe"": ""F""
    }
  ],
  ""adresse"": {
    ""identite"": ""LEFEBVRE CLAIRE & CLAUDE"",
    ""complementIdentite"": ""APPARTEMENT 51"",
    ""complementIdentiteGeo"": ""RESIDENCE DES COLOMBES"",
    ""numeroRue"": ""42 RUE DE LA PAIX"",
    ""lieuDit"": ""ILOTS DES OISEAUX"",
    ""codePostalVille"": ""44000 NANTES"",
    ""pays"": ""FRANCE""
  }
}"
,Couple avec deux enfants (2023),"{""numeroAllocataire"":4400106,""codePostal"":44100}",200,"{
  ""quotientFamilial"": 1080,
  ""mois"": 7,
  ""annee"": 2023,
  ""allocataires"": [
    {
      ""nomPrenom"": ""MOREAU ANDRÉ"",
      ""dateDeNaissance"": ""25021969"",
      ""sexe"": ""M""
    },
    {
      ""nomPrenom"": ""MOREAU ANGEL"",
      ""dateDeNaissance"": ""26021969"",
      ""sexe"": ""F""
    }
  ],
  ""enfants"": [
    {
      ""nomPrenom"": ""MOREAU ADRIEN"",
      ""dateDeNaissance"": ""05112005"",
      ""sexe"": ""M""
    },
    {
      ""nomPrenom"": ""MOREAU VALENTIN"",
      ""dateDeNaissance"": ""05112005"",
      ""sexe"": ""M""
    }
  ],
  ""adresse"": {
    ""identite"": ""MOREAU ANDRÉ & ANGEL"",
    ""complementIdentite"": ""APPARTEMENT 51"",
    ""complementIdentiteGeo"": ""RESIDENCE DES COLOMBES"",
    ""numeroRue"": ""42 RUE DE LA PAIX"",
    ""lieuDit"": ""ILOTS DES OISEAUX"",
    ""codePostalVille"": ""44000 NANTES"",
    ""pays"": ""FRANCE""
  }
}"
,Couple avec deux enfants (2023),"{""numeroAllocataire"":4400107,""codePostal"":44100}",200,"{
  ""quotientFamilial"": 1080,
  ""mois"": 7,
  ""annee"": 2023,
  ""allocataires"": [
    {
      ""nomPrenom"": ""LAMBERT JULIETTE"",
      ""dateDeNaissance"": ""25021969"",
      ""sexe"": ""F""
    },
    {
      ""nomPrenom"": ""LAMBERT JULIEN"",
      ""dateDeNaissance"": ""26021969"",
      ""sexe"": ""M""
    }
  ],
  ""enfants"": [
    {
      ""nomPrenom"": ""LAMBERT MATHILDE"",
      ""dateDeNaissance"": ""05122005"",
      ""sexe"": ""F""
    },
    {
      ""nomPrenom"": ""LAMBERT ZOÉ"",
      ""dateDeNaissance"": ""05122005"",
      ""sexe"": ""F""
    }
  ],
  ""adresse"": {
    ""identite"": ""LAMBERT JULIEN & JULIETTE"",
    ""complementIdentite"": ""APPARTEMENT 51"",
    ""complementIdentiteGeo"": ""RESIDENCE DES COLOMBES"",
    ""numeroRue"": ""42 RUE DE LA PAIX"",
    ""lieuDit"": ""ILOTS DES OISEAUX"",
    ""codePostalVille"": ""44000 NANTES"",
    ""pays"": ""FRANCE""
  }
}"
,Couple avec deux enfants (2023),"{""numeroAllocataire"":4400108,""codePostal"":44100}",200,"{
  ""quotientFamilial"": 1400,
  ""mois"": 7,
  ""annee"": 2023,
  ""allocataires"": [
    {
      ""nomPrenom"": ""PETIT LAURENT"",
      ""dateDeNaissance"": ""25021969"",
      ""sexe"": ""M""
    },
    {
      ""nomPrenom"": ""PETIT LAURINE"",
      ""dateDeNaissance"": ""26021969"",
      ""sexe"": ""F""
    }
  ],
  ""enfants"": [
    {
      ""nomPrenom"": ""PETIT CLÉMENT"",
      ""dateDeNaissance"": ""05052005"",
      ""sexe"": ""M""
    },
    {
      ""nomPrenom"": ""PETIT THÉO"",
      ""dateDeNaissance"": ""05052005"",
      ""sexe"": ""M""
    }
  ],
  ""adresse"": {
    ""identite"": ""PETIT LAURENT & LAURINE"",
    ""complementIdentite"": ""APPARTEMENT 51"",
    ""complementIdentiteGeo"": ""RESIDENCE DES COLOMBES"",
    ""numeroRue"": ""42 RUE DE LA PAIX"",
    ""lieuDit"": ""ILOTS DES OISEAUX"",
    ""codePostalVille"": ""44000 NANTES"",
    ""pays"": ""FRANCE""
  }
}"
