Titre,Description,Paramètres,Status,Réponse
,Cotitulaire femme véhicule particulier hybride électrique - Toyota Yaris,"{""immatriculation"":""IJ-789-KL"",""nomNaissance"":""LEFEBVRE"",""prenoms"":[""SOPHIE""],""anneeDateNaissance"":1992,""moisDateNaissance"":7,""jourDateNaissance"":4,""sexeEtatCivil"":""F"",""codeCogInseeCommuneNaissance"":""13055"",""codeCogInseePaysNaissance"":""99100""}",200,"{
  ""data"": {
    ""identite"": {
      ""nom"": ""LEFEBVRE"",
      ""prenom"": ""SOPHIE""
    },
    ""adresse"": {
      ""complement_information"": ""Résidence Les Pins"",
      ""num_voie"": ""7"",
      ""type_voie"": ""PLACE"",
      ""libelle_voie"": ""DE LA LIBERATION"",
      ""code_postal_ville"": ""13001"",
      ""libelle_commune"": ""MARSEILLE"",
      ""lieu_dit"": null,
      ""etage_escalier_appartement"": null,
      ""extension"": null
    },
    ""statut_rattachement_vehicule"": ""cotitulaire"",
    ""extrait_immatriculation_vehicule"": {
      ""numero_immatriculation"": ""IJ-789-KL"",
      ""date_premiere_immatriculation"": ""2022-09-15"",
      ""statut_location"": {
        ""code"": null,
        ""label"": null
      }
    },
    ""extrait_caracteristiques_techniques_vehicule"": {
      ""marque"": ""TOYOTA"",
      ""type_variante_version"": ""ABCXY-Z4Y567"",
      ""denomination_commerciale"": ""YARIS"",
      ""masse_charge_maximale"": 1550,
      ""categorie_vehicule"": {
        ""code"": ""M1"",
        ""label"": ""Véhicule de transport de personnes comportant au maximum 8 places assises outre le siège du conducteur""
      },
      ""genre_national"": {
        ""code"": ""VP"",
        ""label"": ""Véhicule Particulier""
      },
      ""cylindree"": 1500,
      ""type_carburant"": {
        ""code"": ""HE"",
        ""label"": ""Hybride électrique""
      },
      ""taux_co2"": 85,
      ""classe_environnementale"": {
        ""code"": ""Euro 6d-TEMP"",
        ""label"": ""Norme européenne d'émission Euro 6d-TEMP""
      }
    }
  },
  ""links"": {},
  ""meta"": {}
}"
,Locataire LLD homme véhicule particulier diesel - Volkswagen Golf,"{""immatriculation"":""EF-456-GH"",""nomNaissance"":""BERNARD"",""prenoms"":[""JACQUES"",""HENRI"",""LOUIS""],""anneeDateNaissance"":1978,""moisDateNaissance"":11,""jourDateNaissance"":28,""sexeEtatCivil"":""M"",""codeCogInseeCommuneNaissance"":""69123"",""codeCogInseePaysNaissance"":""99100""}",200,"{
  ""data"": {
    ""identite"": {
      ""nom"": ""BERNARD"",
      ""prenom"": ""JACQUES""
    },
    ""adresse"": {
      ""complement_information"": null,
      ""num_voie"": ""128"",
      ""type_voie"": ""BOULEVARD"",
      ""libelle_voie"": ""JEAN JAURES"",
      ""code_postal_ville"": ""69003"",
      ""libelle_commune"": ""LYON"",
      ""lieu_dit"": null,
      ""etage_escalier_appartement"": null,
      ""extension"": null
    },
    ""statut_rattachement_vehicule"": ""locataire"",
    ""extrait_immatriculation_vehicule"": {
      ""numero_immatriculation"": ""EF-456-GH"",
      ""date_premiere_immatriculation"": ""2023-02-10"",
      ""statut_location"": {
        ""code"": ""LLD"",
        ""label"": ""Location Longue Durée""
      }
    },
    ""extrait_caracteristiques_techniques_vehicule"": {
      ""marque"": ""VOLKSWAGEN"",
      ""type_variante_version"": ""RSTUV-W3X456"",
      ""denomination_commerciale"": ""GOLF"",
      ""masse_charge_maximale"": 1820,
      ""categorie_vehicule"": {
        ""code"": ""M1"",
        ""label"": ""Véhicule de transport de personnes comportant au maximum 8 places assises outre le siège du conducteur""
      },
      ""genre_national"": {
        ""code"": ""VP"",
        ""label"": ""Véhicule Particulier""
      },
      ""cylindree"": 2000,
      ""type_carburant"": {
        ""code"": ""GO"",
        ""label"": ""Gazole""
      },
      ""taux_co2"": 125,
      ""classe_environnementale"": {
        ""code"": ""Euro 6b"",
        ""label"": ""Norme européenne d'émission Euro 6b""
      }
    }
  },
  ""links"": {},
  ""meta"": {}
}"
,Locataire LCB homme véhicule particulier électrique - Tesla Model 3,"{""immatriculation"":""MN-012-OP"",""nomNaissance"":""MOREAU"",""prenoms"":[""ANTOINE"",""PAUL""],""anneeDateNaissance"":1988,""moisDateNaissance"":12,""jourDateNaissance"":31,""sexeEtatCivil"":""M"",""codeCogInseeCommuneNaissance"":""33063"",""codeCogInseePaysNaissance"":""99100""}",200,"{
  ""data"": {
    ""identite"": {
      ""nom"": ""MOREAU"",
      ""prenom"": ""ANTOINE""
    },
    ""adresse"": {
      ""complement_information"": ""Bâtiment C"",
      ""num_voie"": ""23"",
      ""type_voie"": ""ALLEE"",
      ""libelle_voie"": ""DES MIMOSAS"",
      ""code_postal_ville"": ""33000"",
      ""libelle_commune"": ""BORDEAUX"",
      ""lieu_dit"": null,
      ""etage_escalier_appartement"": null,
      ""extension"": null
    },
    ""statut_rattachement_vehicule"": ""locataire"",
    ""extrait_immatriculation_vehicule"": {
      ""numero_immatriculation"": ""MN-012-OP"",
      ""date_premiere_immatriculation"": ""2024-01-05"",
      ""statut_location"": {
        ""code"": ""LCB"",
        ""label"": ""Location avec option d'achat""
      }
    },
    ""extrait_caracteristiques_techniques_vehicule"": {
      ""marque"": ""TESLA"",
      ""type_variante_version"": ""DEFGH-I5J678"",
      ""denomination_commerciale"": ""MODEL 3"",
      ""masse_charge_maximale"": 2165,
      ""categorie_vehicule"": {
        ""code"": ""M1"",
        ""label"": ""Véhicule de transport de personnes comportant au maximum 8 places assises outre le siège du conducteur""
      },
      ""genre_national"": {
        ""code"": ""VP"",
        ""label"": ""Véhicule Particulier""
      },
      ""cylindree"": 0,
      ""type_carburant"": {
        ""code"": ""EL"",
        ""label"": ""Électrique""
      },
      ""taux_co2"": 0,
      ""classe_environnementale"": {
        ""code"": ""Euro 6e"",
        ""label"": ""Norme européenne d'émission Euro 6e""
      }
    }
  },
  ""links"": {},
  ""meta"": {}
}"
,Titulaire femme véhicule particulier essence - Renault Clio,"{""immatriculation"":""AB-123-CD"",""nomNaissance"":""DUPONT"",""prenoms"":[""MARIE"",""CLAIRE""],""anneeDateNaissance"":1985,""moisDateNaissance"":3,""jourDateNaissance"":15,""sexeEtatCivil"":""F"",""codeCogInseeCommuneNaissance"":""75056"",""codeCogInseePaysNaissance"":""99100""}",200,"{
  ""data"": {
    ""identite"": {
      ""nom"": ""DUPONT"",
      ""prenom"": ""MARIE""
    },
    ""adresse"": {
      ""complement_information"": ""Appartement 3B"",
      ""num_voie"": ""42"",
      ""type_voie"": ""AVENUE"",
      ""libelle_voie"": ""DES CHAMPS ELYSEES"",
      ""code_postal_ville"": ""75008"",
      ""libelle_commune"": ""PARIS"",
      ""lieu_dit"": null,
      ""etage_escalier_appartement"": null,
      ""extension"": null
    },
    ""statut_rattachement_vehicule"": ""titulaire"",
    ""extrait_immatriculation_vehicule"": {
      ""numero_immatriculation"": ""AB-123-CD"",
      ""date_premiere_immatriculation"": ""2021-06-20"",
      ""statut_location"": {
        ""code"": null,
        ""label"": null
      }
    },
    ""extrait_caracteristiques_techniques_vehicule"": {
      ""marque"": ""RENAULT"",
      ""type_variante_version"": ""KLMNO-P2Q345"",
      ""denomination_commerciale"": ""CLIO"",
      ""masse_charge_maximale"": 1650,
      ""categorie_vehicule"": {
        ""code"": ""M1"",
        ""label"": ""Véhicule de transport de personnes comportant au maximum 8 places assises outre le siège du conducteur""
      },
      ""genre_national"": {
        ""code"": ""VP"",
        ""label"": ""Véhicule Particulier""
      },
      ""cylindree"": 1200,
      ""type_carburant"": {
        ""code"": ""ES"",
        ""label"": ""Essence""
      },
      ""taux_co2"": 110,
      ""classe_environnementale"": {
        ""code"": ""Euro 6d"",
        ""label"": ""Norme européenne d'émission Euro 6d""
      }
    }
  },
  ""links"": {},
  ""meta"": {}
}"
,Titulaire homme camionnette diesel - Citroën Berlingo N1,"{""immatriculation"":""QR-345-ST"",""nomNaissance"":""GARCIA"",""prenoms"":[""CARLOS""],""anneeDateNaissance"":1980,""moisDateNaissance"":2,""jourDateNaissance"":29,""sexeEtatCivil"":""M"",""codeCogInseeCommuneNaissance"":""44109"",""codeCogInseePaysNaissance"":""99100""}",200,"{
  ""data"": {
    ""identite"": {
      ""nom"": ""GARCIA"",
      ""prenom"": ""CARLOS""
    },
    ""adresse"": {
      ""complement_information"": null,
      ""num_voie"": ""156"",
      ""type_voie"": ""ROUTE"",
      ""libelle_voie"": ""DE VANNES"",
      ""code_postal_ville"": ""44000"",
      ""libelle_commune"": ""NANTES"",
      ""lieu_dit"": null,
      ""etage_escalier_appartement"": null,
      ""extension"": null
    },
    ""statut_rattachement_vehicule"": ""titulaire"",
    ""extrait_immatriculation_vehicule"": {
      ""numero_immatriculation"": ""QR-345-ST"",
      ""date_premiere_immatriculation"": ""2020-03-18"",
      ""statut_location"": {
        ""code"": null,
        ""label"": null
      }
    },
    ""extrait_caracteristiques_techniques_vehicule"": {
      ""marque"": ""CITROEN"",
      ""type_variante_version"": ""GHIJK-L6M789"",
      ""denomination_commerciale"": ""BERLINGO"",
      ""masse_charge_maximale"": 2500,
      ""categorie_vehicule"": {
        ""code"": ""N1"",
        ""label"": ""Véhicule de transport de marchandises d'une masse maximale ne dépassant pas 3,5 tonnes""
      },
      ""genre_national"": {
        ""code"": ""CTTE"",
        ""label"": ""Camionnette""
      },
      ""cylindree"": 1600,
      ""type_carburant"": {
        ""code"": ""GO"",
        ""label"": ""Gazole""
      },
      ""taux_co2"": 140,
      ""classe_environnementale"": {
        ""code"": ""Euro 6"",
        ""label"": ""Norme européenne d'émission Euro 6""
      }
    }
  },
  ""links"": {},
  ""meta"": {}
}"
,Privilèges insuffisants,"{""immatriculation"":""ER-403-OR"",""nomNaissance"":""INTERDIT"",""prenoms[]"":[""ACCES""],""anneeDateNaissance"":1985,""moisDateNaissance"":6,""jourDateNaissance"":15,""sexeEtatCivil"":""M"",""codeCogInseeCommuneNaissance"":""75056"",""codeCogInseePaysNaissance"":""99100""}",403,"{
  ""errors"": [
    {
      ""code"": ""00100"",
      ""title"": ""Privilèges insuffisants"",
      ""detail"": ""Votre token est valide mais vos privilèges sont insuffisants. Listez vos privilèges sur /api/introspect"",
      ""source"": {
        ""parameter"": ""token""
      },
      ""meta"": {}
    }
  ]
}"
,Dossier d'immatriculation non trouvé,"{""immatriculation"":""XX-404-XX"",""nomNaissance"":""INTROUVABLE"",""prenoms[]"":[""DOSSIER""],""anneeDateNaissance"":1990,""moisDateNaissance"":12,""jourDateNaissance"":25,""sexeEtatCivil"":""M"",""codeCogInseeCommuneNaissance"":""08480"",""codeCogInseePaysNaissance"":""99100""}",404,"{
  ""errors"": [
    {
      ""code"": ""42003"",
      ""title"": ""Entité non trouvée"",
      ""detail"": ""Le ou les paramètre(s) d'entrée n'existent pas, ne sont pas connus, ou ne comportent aucune information pour cet appel. Veuillez vérifier que votre recherche est couverte par le périmètre de l'API."",
      ""source"": null,
      ""meta"": {
        ""provider"": ""ANTS""
      }
    }
  ]
}"
,Paramètres invalides - sexe manquant,"{""immatriculation"":""ER-422-RR"",""nomNaissance"":""INVALIDE"",""prenoms[]"":[""PARAMETRE""],""anneeDateNaissance"":1988,""moisDateNaissance"":8,""jourDateNaissance"":30,""codeCogInseeCommuneNaissance"":""69123"",""codeCogInseePaysNaissance"":""99100""}",422,"{
  ""errors"": [
    {
      ""code"": ""00427"",
      ""title"": ""Entité non traitable"",
      ""detail"": ""Le sexe de l'état civil est manquant"",
      ""source"": null,
      ""meta"": {}
    }
  ]
}"
,Trop de requêtes,"{""immatriculation"":""LM-429-IT"",""nomNaissance"":""TROPDE"",""prenoms[]"":[""REQUETES""],""anneeDateNaissance"":1995,""moisDateNaissance"":2,""jourDateNaissance"":14,""sexeEtatCivil"":""F"",""codeCogInseeCommuneNaissance"":""33063"",""codeCogInseePaysNaissance"":""99100""}",429,"{
  ""errors"": [
    {
      ""code"": ""00429"",
      ""title"": ""Trop de requêtes"",
      ""detail"": ""Vous avez effectué trop de requêtes"",
      ""source"": null,
      ""meta"": {}
    }
  ]
}"
,Erreur du fournisseur de données,"{""immatriculation"":""ER-502-RR"",""nomNaissance"":""ERREUR"",""prenoms[]"":[""SERVEUR""],""anneeDateNaissance"":1982,""moisDateNaissance"":5,""jourDateNaissance"":20,""sexeEtatCivil"":""M"",""codeCogInseeCommuneNaissance"":""13055"",""codeCogInseePaysNaissance"":""99100""}",502,"{
  ""errors"": [
    {
      ""code"": ""42999"",
      ""title"": ""Erreur inconnue du fournisseur de données"",
      ""detail"": ""La réponse retournée par le fournisseur de données est invalide et inconnue de notre service. L'équipe technique a été notifiée de cette erreur pour investigation."",
      ""source"": null,
      ""meta"": {
        ""provider"": ""ANTS""
      }
    }
  ]
}"
